Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Score,Kondisi_Rem_Score,Oil_Efficiency,Oil_Change_Urgency
01-10-2022,FJB/5421/SBY/PL/8369,SBY8898650,LEXI,2022,0,Kupon Gratis I (DUA),Cukup,Baik,5,2491,0,0,0,2.0,1,0,498.2,0.8896428571428572
01-10-2022,FJB/3921/SBY/PL/8486,SBY7999860,NMAX-NEO-S,2018,39959,Repair,Cukup,Perlu Penggantian,4,2392,4,2,9989,21.0,1,3,598.0,0.7973333333333333
01-10-2022,FJB/3843/SBY/PL/9678,SBY4971567,LEXI,2020,14318,Kupon Gratis I (DUA),Cukup,Cukup,5,2072,2,0,7159,9.0,1,1,414.4,0.74
01-10-2022,FJB/8055/SBY/PL/2007,SBY3667070,LEXI,2021,10037,Rutin,Cukup,Cukup,5,2344,1,1,10037,7.5,1,1,468.8,0.8371428571428572
01-10-2022,FJB/2750/SBY/PL/3537,SBY1064675,ALL-NEW-NMAX,2021,7932,Rutin,Cukup,Baik,5,2433,1,0,7932,5.0,1,0,486.6,0.811
02-10-2022,FJB/5756/SBY/PL/4600,SBY6658672,X-MAX-CONNEC,2021,7574,Repair,Kritis,Baik,8,4410,1,4,7574,13.0,3,0,551.25,1.378125
02-10-2022,FJB/1804/SBY/PL/7301,SBY9350493,X-MAX-CONNEC,2018,31562,Rutin,Kritis,Perlu Penggantian,8,4113,4,4,7890,25.0,3,3,514.125,1.2853125
02-10-2022,FJB/9483/SBY/PL/9089,SBY4813004,MT-15,2020,25389,Repair,Cukup,Perlu Penggantian,4,2867,2,3,12694,15.5,1,3,716.75,0.8191428571428572
02-10-2022,FJB/5822/SBY/PL/2597,SBY4345150,NMAX-NEO-S,2020,26713,Repair,Cukup,Perlu Penggantian,4,2308,2,2,13356,14.0,1,3,577.0,0.7693333333333333
02-10-2022,FJB/5848/SBY/PL/6591,SBY8383622,ALL-NEW-AEROX,2019,37368,Repair,Cukup,Perlu Penggantian,5,2581,3,2,12456,19.0,1,3,516.2,0.8603333333333333
02-10-2022,FJB/8431/SBY/PL/4665,SBY9544657,MIO,2020,22782,Repair,Cukup,Perlu Penyetelan,5,2053,2,1,11391,12.5,1,2,410.6,0.8212
02-10-2022,FJB/6122/SBY/PL/1104,SBY8701088,NMAX-NEO-S,2021,13975,Kupon Gratis I (DUA),Cukup,Cukup,4,2404,1,0,13975,7.0,1,1,601.0,0.8013333333333333
02-10-2022,FJB/7720/SBY/PL/4743,SBY7190949,LEXI,2020,21623,Repair,Kritis,Perlu Penyetelan,7,3717,2,4,10811,17.0,3,2,531.0,1.3275
02-10-2022,FJB/2947/SBY/PL/9949,SBY6061936,ALL-NEW-AEROX,2018,52139,Repair,Cukup,Perlu Penggantian,4,2418,4,3,13034,25.5,1,3,604.5,0.806
03-10-2022,FJB/1363/SBY/PL/6694,SBY7127219,NMAX-NEO-S,2019,39881,Repair,Cukup,Perlu Penggantian,4,2463,3,2,13293,19.0,1,3,615.75,0.821
03-10-2022,FJB/1843/SBY/PL/5933,SBY7585709,FREE-GO-S,2019,23588,Repair,Perlu Ganti,Perlu Penyetelan,6,2211,3,2,7862,16.0,2,2,368.5,0.8844
03-10-2022,FJB/4353/SBY/PL/6983,SBY9156053,LEXI,2019,32271,Repair,Perlu Ganti,Perlu Penggantian,5,2997,3,3,10757,19.5,2,3,599.4,1.0703571428571428
03-10-2022,FJB/4650/SBY/PL/7442,SBY1749449,ALL-NEW-NMAX,2020,21836,Repair,Cukup,Perlu Penyetelan,5,2467,2,2,10918,13.0,1,2,493.4,0.8223333333333334
03-10-2022,FJB/3697/SBY/PL/6447,SBY7223759,XSR 155,2022,35,Repair,Cukup,Baik,5,3376,0,2,35,6.0,1,0,675.2,0.9645714285714285
03-10-2022,FJB/9895/SBY/PL/1173,SBY5252354,VIXION,2022,92,Kupon Gratis II (TIGA),Cukup,Baik,4,2836,0,1,92,3.5,1,0,709.0,0.8102857142857143
03-10-2022,FJB/8705/SBY/PL/6501,SBY3091491,FREE-GO-S,2018,24336,Repair,Cukup,Perlu Penggantian,5,2278,4,2,6084,18.0,1,3,455.6,0.9112
03-10-2022,FJB/2718/SBY/PL/9413,SBY2727472,NMAX-NEO-S,2019,25415,Repair,Cukup,Perlu Penggantian,4,2339,3,4,8471,19.0,1,3,584.75,0.7796666666666666
04-10-2022,FJB/8426/SBY/PL/2866,SBY3757825,NMAX-NEO-S,2018,28920,Repair,Kritis,Perlu Penggantian,8,3859,4,4,7230,23.0,3,3,482.375,1.2863333333333333
04-10-2022,FJB/1692/SBY/PL/2471,SBY2289302,ALL-NEW-AEROX,2022,89,Kupon Gratis I (DUA),Cukup,Baik,4,2657,0,0,89,2.0,1,0,664.25,0.8856666666666667
04-10-2022,FJB/3960/SBY/PL/2345,SBY3565999,ALL-NEW-AEROX,2020,24036,Rutin,Cukup,Perlu Penyetelan,4,2343,2,0,12018,11.0,1,2,585.75,0.781
05-10-2022,FJB/9738/SBY/PL/5598,SBY1233949,LEXI,2022,132,Kupon Gratis I (DUA),Cukup,Baik,3,2172,0,0,132,2.0,1,0,724.0,0.7757142857142857
05-10-2022,FJB/5540/SBY/PL/2702,SBY3605612,ALL-NEW-AEROX,2019,39395,Repair,Cukup,Perlu Penggantian,4,2334,3,3,13131,20.5,1,3,583.5,0.778
05-10-2022,FJB/4759/SBY/PL/7721,SBY1044182,LEXI,2018,33313,Repair,Cukup,Perlu Penggantian,5,2246,4,2,8328,20.0,1,3,449.2,0.8021428571428572
05-10-2022,FJB/6707/SBY/PL/4727,SBY7729203,ALL-NEW-AEROX,2018,45821,Rutin,Cukup,Perlu Penggantian,4,2568,4,2,11455,23.0,1,3,642.0,0.856
05-10-2022,FJB/6273/SBY/PL/4588,SBY2270795,MIO-M3 125,2020,16983,Rutin,Perlu Ganti,Perlu Penyetelan,6,2620,2,1,8491,10.5,2,2,436.6666666666667,1.048
05-10-2022,FJB/2775/SBY/PL/5955,SBY2189414,MIO-M3 125,2020,15892,Repair,Kritis,Perlu Penyetelan,8,3713,2,4,7946,16.0,3,2,464.125,1.4852
05-10-2022,FJB/9593/SBY/PL/7083,SBY3702518,ALL-NEW-NMAX,2020,16027,Rutin,Cukup,Perlu Penyetelan,5,2300,2,1,8013,10.5,1,2,460.0,0.7666666666666667
06-10-2022,FJB/5620/SBY/PL/4616,SBY2009129,MT-15,2022,0,Kupon Gratis I (DUA),Cukup,Baik,4,2453,0,0,0,2.0,1,0,613.25,0.7008571428571428
06-10-2022,FJB/9034/SBY/PL/6385,SBY4323282,MIO,2019,28571,Rutin,Cukup,Perlu Penggantian,5,2220,3,2,9523,17.0,1,3,444.0,0.888
06-10-2022,FJB/9507/SBY/PL/3990,SBY5690753,NMAX-NEO-S,2019,26867,Repair,Kritis,Perlu Penggantian,6,4051,3,5,8955,22.5,3,3,675.1666666666666,1.3503333333333334
06-10-2022,FJB/7717/SBY/PL/4330,SBY9599463,LEXI,2021,10113,Kupon Gratis I (DUA),Baik,Cukup,3,1580,1,0,10113,5.0,0,1,526.6666666666666,0.5642857142857143
06-10-2022,FJB/5892/SBY/PL/4773,SBY4677495,X-MAX-CONNEC,2020,20183,Rutin,Perlu Ganti,Perlu Penyetelan,7,3777,2,3,10091,15.5,2,2,539.5714285714286,1.1803125
06-10-2022,FJB/7297/SBY/PL/7802,SBY1348111,XSR 155,2022,0,Repair,Perlu Ganti,Baik,6,3289,0,2,0,6.0,2,0,548.1666666666666,0.9397142857142857
07-10-2022,FJB/7015/SBY/PL/3704,SBY2347785,MIO,2022,0,Rutin,Perlu Ganti,Baik,6,2258,0,2,0,5.0,2,0,376.3333333333333,0.9032
07-10-2022,FJB/3013/SBY/PL/1130,SBY3565438,MIO,2022,6,Kupon Gratis II (TIGA),Cukup,Baik,4,2034,0,1,6,3.5,1,0,508.5,0.8136
07-10-2022,FJB/1371/SBY/PL/7072,SBY4696478,ALL-NEW-AEROX,2018,44762,Repair,Perlu Ganti,Perlu Penggantian,6,2528,4,3,11190,23.5,2,3,421.3333333333333,0.8426666666666667
07-10-2022,FJB/5584/SBY/PL/3470,SBY1499532,MIO-M3 125,2020,19542,Rutin,Perlu Ganti,Perlu Penyetelan,6,2408,2,2,9771,13.0,2,2,401.3333333333333,0.9632
07-10-2022,FJB/6572/SBY/PL/9731,SBY8078204,ALL-NEW-NMAX,2018,46586,Repair,Cukup,Perlu Penggantian,5,2443,4,2,11646,23.0,1,3,488.6,0.8143333333333334
07-10-2022,FJB/6650/SBY/PL/3363,SBY7616204,MIO,2022,202,Repair,Perlu Ganti,Baik,6,2022,0,3,202,6.5,2,0,337.0,0.8088
07-10-2022,FJB/3444/SBY/PL/1087,SBY1189077,ALL-NEW-AEROX,2018,29158,Rutin,Kritis,Perlu Penggantian,7,4168,4,5,7289,25.5,3,3,595.4285714285714,1.3893333333333333
07-10-2022,FJB/1069/SBY/PL/9482,SBY1732949,NMAX-NEO-S,2022,0,Repair,Perlu Ganti,Baik,6,2842,0,3,0,6.5,2,0,473.6666666666667,0.9473333333333334
08-10-2022,FJB/5665/SBY/PL/6678,SBY8904048,ALL-NEW-AEROX,2020,21028,Repair,Cukup,Perlu Penyetelan,5,2941,2,1,10514,11.5,1,2,588.2,0.9803333333333333
08-10-2022,FJB/4204/SBY/PL/8279,SBY6325079,NMAX-NEO-S,2021,12732,Rutin,Baik,Cukup,4,1970,1,1,12732,6.5,0,1,492.5,0.6566666666666666
08-10-2022,FJB/4602/SBY/PL/9713,SBY2197614,FAZZIO-NEO-HY,2022,0,Kupon Gratis I (DUA),Baik,Baik,3,1632,0,0,0,1.0,0,0,544.0,0.5828571428571429
08-10-2022,FJB/8528/SBY/PL/7167,SBY2937208,MIO,2018,46308,Rutin,Kritis,Perlu Penggantian,8,2874,4,5,11577,27.5,3,3,359.25,1.1496
08-10-2022,FJB/6595/SBY/PL/1770,SBY4605095,XSR 155,2019,32919,Repair,Kritis,Perlu Penggantian,7,5140,3,5,10973,25.5,3,3,734.2857142857143,1.4685714285714286
08-10-2022,FJB/7151/SBY/PL/3954,SBY3926799,X-MAX-CONNEC,2021,14640,Rutin,Cukup,Cukup,5,2928,1,1,14640,8.5,1,1,585.6,0.915
08-10-2022,FJB/6267/SBY/PL/2099,SBY9085316,ALL-NEW-NMAX,2019,44742,Repair,Baik,Perlu Penggantian,4,1856,3,1,14914,17.5,0,3,464.0,0.6186666666666667
08-10-2022,FJB/2505/SBY/PL/1415,SBY6209362,MIO,2021,11656,Repair,Perlu Ganti,Cukup,5,2624,1,1,11656,7.5,2,1,524.8,1.0496
08-10-2022,FJB/5775/SBY/PL/5629,SBY9187440,NMAX-NEO-S,2018,37831,Repair,Cukup,Perlu Penggantian,4,2245,4,2,9457,21.0,1,3,561.25,0.7483333333333333
08-10-2022,FJB/9545/SBY/PL/7571,SBY6564343,LEXI,2018,47535,Repair,Cukup,Perlu Penggantian,5,2335,4,3,11883,24.5,1,3,467.0,0.8339285714285715
09-10-2022,FJB/9633/SBY/PL/6635,SBY7746306,MIO,2019,21631,Repair,Kritis,Perlu Penyetelan,10,4335,3,4,7210,20.0,3,2,433.5,1.734
09-10-2022,FJB/4820/SBY/PL/5078,SBY4471661,ALL-NEW-AEROX,2018,33680,Repair,Cukup,Perlu Penggantian,5,2823,4,3,8420,21.5,1,3,564.6,0.941
09-10-2022,FJB/5674/SBY/PL/5404,SBY9744377,XSR 155,2022,288,Rutin,Perlu Ganti,Baik,6,2815,0,1,288,3.5,2,0,469.1666666666667,0.8042857142857143
09-10-2022,FJB/9960/SBY/PL/4623,SBY7167833,MIO-M3 125,2021,7685,Rutin,Perlu Ganti,Baik,6,2723,1,1,7685,6.5,2,0,453.8333333333333,1.0892
09-10-2022,FJB/1797/SBY/PL/6087,SBY9107572,VIXION,2019,44306,Repair,Perlu Ganti,Perlu Penggantian,6,3171,3,3,14768,22.5,2,3,528.5,0.906
09-10-2022,FJB/9362/SBY/PL/4493,SBY6594907,MIO,2022,216,Repair,Kritis,Baik,7,3395,0,5,216,10.5,3,0,485.0,1.358
09-10-2022,FJB/7771/SBY/PL/7630,SBY3762073,ALL-NEW-NMAX,2022,206,Kupon Gratis I (DUA),Baik,Baik,3,1762,0,1,206,2.5,0,0,587.3333333333334,0.5873333333333334
09-10-2022,FJB/3693/SBY/PL/9331,SBY1219288,X-MAX-CONNEC,2021,15008,Rutin,Perlu Ganti,Perlu Penyetelan,4,3444,1,3,15008,12.5,2,2,861.0,1.07625
09-10-2022,FJB/3251/SBY/PL/2927,SBY2323825,NMAX-NEO-S,2018,53389,Repair,Perlu Ganti,Perlu Penggantian,6,2966,4,3,13347,25.5,2,3,494.3333333333333,0.9886666666666667
09-10-2022,FJB/5980/SBY/PL/8393,SBY5627142,FREE-GO-S,2019,28428,Repair,Cukup,Perlu Penggantian,4,1996,3,3,9476,17.5,1,3,499.0,0.7984
10-10-2022,FJB/4484/SBY/PL/8885,SBY8384782,R15,2020,21638,Repair,Kritis,Perlu Penyetelan,8,4366,2,3,10819,16.5,3,2,545.75,1.2474285714285713
10-10-2022,FJB/4338/SBY/PL/2570,SBY5826787,ALL-NEW-AEROX,2021,8234,Rutin,Cukup,Cukup,3,2364,1,0,8234,5.0,1,1,788.0,0.788
10-10-2022,FJB/3938/SBY/PL/2855,SBY8060023,ALL-NEW-AEROX,2022,125,Rutin,Perlu Ganti,Baik,6,2562,0,2,125,5.0,2,0,427.0,0.854
10-10-2022,FJB/7219/SBY/PL/5059,SBY6954595,ALL-NEW-AEROX,2019,37876,Repair,Cukup,Perlu Penggantian,5,2577,3,4,12625,22.0,1,3,515.4,0.859
10-10-2022,FJB/5947/SBY/PL/1899,SBY9680072,NMAX-NEO-S,2018,56088,Repair,Perlu Ganti,Perlu Penggantian,7,3465,4,4,14022,29.0,2,3,495.0,1.155
10-10-2022,FJB/1360/SBY/PL/2695,SBY8476009,ALL-NEW-NMAX,2019,35836,Rutin,Baik,Perlu Penggantian,4,1855,3,2,11945,17.0,0,3,463.75,0.6183333333333333
10-10-2022,FJB/8983/SBY/PL/5038,SBY9903715,R15,2018,61392,Repair,Cukup,Perlu Penggantian,5,3009,4,1,15348,25.5,1,3,601.8,0.8597142857142858
10-10-2022,FJB/7281/SBY/PL/4009,SBY3284709,LEXI,2020,21766,Repair,Perlu Ganti,Perlu Penyetelan,6,3354,2,2,10883,14.0,2,2,559.0,1.197857142857143
10-10-2022,FJB/4776/SBY/PL/2808,SBY3061468,NMAX-NEO-S,2018,57658,Repair,Kritis,Perlu Penggantian,6,4426,4,5,14414,31.5,3,3,737.6666666666666,1.4753333333333334
11-10-2022,FJB/4995/SBY/PL/2218,SBY8293594,MT-15,2019,36237,Repair,Baik,Perlu Penggantian,3,2253,3,1,12079,17.5,0,3,751.0,0.6437142857142857
11-10-2022,FJB/1920/SBY/PL/3099,SBY5563315,MIO-M3 125,2018,28551,Repair,Perlu Ganti,Perlu Penggantian,6,2698,4,4,7137,22.0,2,3,449.6666666666667,1.0792
12-10-2022,FJB/4973/SBY/PL/2287,SBY8988214,FREE-GO-S,2021,6329,Repair,Kritis,Baik,6,3716,1,3,6329,10.5,3,0,619.3333333333334,1.4864
12-10-2022,FJB/2688/SBY/PL/5738,SBY7181132,NMAX-NEO-S,2019,36556,Repair,Cukup,Perlu Penggantian,3,2367,3,2,12185,19.0,1,3,789.0,0.789
12-10-2022,FJB/2543/SBY/PL/7245,SBY7521520,FAZZIO-NEO-HY,2020,17368,Rutin,Perlu Ganti,Perlu Penyetelan,5,2902,2,1,8684,10.5,2,2,580.4,1.0364285714285715
12-10-2022,FJB/3219/SBY/PL/1946,SBY5103111,X-MAX-CONNEC,2020,19806,Rutin,Kritis,Perlu Penyetelan,8,3875,2,3,9903,15.5,3,2,484.375,1.2109375
12-10-2022,FJB/4375/SBY/PL/9892,SBY8568925,LEXI,2019,24309,Repair,Cukup,Perlu Penyetelan,4,2071,3,1,8103,14.5,1,2,517.75,0.7396428571428572
12-10-2022,FJB/6313/SBY/PL/9697,SBY4985766,MIO-M3 125,2020,22858,Rutin,Cukup,Perlu Penyetelan,4,2166,2,0,11429,11.0,1,2,541.5,0.8664
12-10-2022,FJB/3575/SBY/PL/4463,SBY7046879,XSR 155,2018,59793,Repair,Kritis,Perlu Penggantian,8,3943,4,5,14948,31.5,3,3,492.875,1.1265714285714286
12-10-2022,FJB/6918/SBY/PL/8813,SBY2174667,X-MAX-CONNEC,2022,0,Repair,Perlu Ganti,Baik,6,3275,0,1,0,4.5,2,0,545.8333333333334,1.0234375
13-10-2022,FJB/1819/SBY/PL/5082,SBY7264167,XSR 155,2018,33682,Repair,Baik,Perlu Penggantian,4,2442,4,2,8420,20.0,0,3,610.5,0.6977142857142857
13-10-2022,FJB/9776/SBY/PL/5423,SBY7233275,R15,2021,12412,Rutin,Cukup,Cukup,4,2544,1,0,12412,6.0,1,1,636.0,0.7268571428571429
13-10-2022,FJB/8464/SBY/PL/9396,SBY2316743,NMAX-NEO-S,2022,153,Kupon Gratis I (DUA),Baik,Baik,3,2003,0,1,153,3.5,0,0,667.6666666666666,0.6676666666666666
13-10-2022,FJB/3129/SBY/PL/3249,SBY5144310,MIO,2018,37108,Repair,Cukup,Perlu Penggantian,5,2246,4,1,9277,19.5,1,3,449.2,0.8984
13-10-2022,FJB/9894/SBY/PL/1696,SBY8925636,ALL-NEW-NMAX,2021,9371,Repair,Perlu Ganti,Cukup,6,2874,1,1,9371,7.5,2,1,479.0,0.958
13-10-2022,FJB/5153/SBY/PL/4326,SBY7064450,R15,2018,54521,Repair,Perlu Ganti,Perlu Penggantian,4,3702,4,3,13630,27.5,2,3,925.5,1.0577142857142856
13-10-2022,FJB/4247/SBY/PL/4246,SBY8316294,MIO,2021,9649,Rutin,Cukup,Cukup,4,1819,1,0,9649,5.0,1,1,454.75,0.7276
13-10-2022,FJB/2787/SBY/PL/5575,SBY7656853,ALL-NEW-AEROX,2020,16810,Repair,Cukup,Perlu Penyetelan,4,2240,2,2,8405,12.0,1,2,560.0,0.7466666666666667
14-10-2022,FJB/3329/SBY/PL/8779,SBY7586391,ALL-NEW-AEROX,2022,0,Kupon Gratis III (TIGA),Cukup,Baik,4,2510,0,1,0,3.5,1,0,627.5,0.8366666666666667
14-10-2022,FJB/8321/SBY/PL/4299,SBY6183159,ALL-NEW-NMAX,2018,36357,Repair,Kritis,Perlu Penggantian,7,3905,4,5,9089,26.5,3,3,557.8571428571429,1.3016666666666667
14-10-2022,FJB/4916/SBY/PL/4753,SBY6824778,LEXI,2021,8203,Rutin,Cukup,Cukup,4,2443,1,0,8203,5.0,1,1,610.75,0.8725
14-10-2022,FJB/1678/SBY/PL/2725,SBY6428946,XSR 155,2019,28237,Repair,Kritis,Perlu Penggantian,8,4287,3,5,9412,23.5,3,3,535.875,1.2248571428571429
14-10-2022,FJB/3731/SBY/PL/9795,SBY2613838,MIO,2018,28398,Rutin,Cukup,Perlu Penggantian,5,1903,4,3,7099,19.5,1,3,380.6,0.7612
14-10-2022,FJB/1448/SBY/PL/9066,SBY6792907,ALL-NEW-NMAX,2018,48059,Repair,Perlu Ganti,Perlu Penggantian,5,3102,4,5,12014,28.5,2,3,620.4,1.034
14-10-2022,FJB/2337/SBY/PL/4232,SBY4202506,NMAX-NEO-S,2019,33559,Repair,Perlu Ganti,Perlu Penggantian,7,3462,3,3,11186,20.5,2,3,494.57142857142856,1.154
14-10-2022,FJB/7018/SBY/PL/5078,SBY8653488,FAZZIO-NEO-HY,2019,27563,Repair,Cukup,Perlu Penggantian,5,2122,3,2,9187,17.0,1,3,424.4,0.7578571428571429
14-10-2022,FJB/1618/SBY/PL/8230,SBY6000908,NMAX-NEO-S,2021,13315,Rutin,Baik,Cukup,4,1962,1,0,13315,5.0,0,1,490.5,0.654
14-10-2022,FJB/7093/SBY/PL/6129,SBY2222705,FREE-GO-S,2019,27053,Repair,Cukup,Perlu Penggantian,5,2304,3,2,9017,17.0,1,3,460.8,0.9216
15-10-2022,FJB/7875/SBY/PL/9734,SBY1890291,NMAX-NEO-S,2021,14000,Rutin,Perlu Ganti,Cukup,7,3438,1,1,14000,9.5,2,1,491.14285714285717,1.146
15-10-2022,FJB/9677/SBY/PL/8252,SBY5421550,NMAX-NEO-S,2021,9990,Repair,Cukup,Cukup,5,2648,1,2,9990,9.0,1,1,529.6,0.8826666666666667
15-10-2022,FJB/9138/SBY/PL/6721,SBY5816624,X-MAX-CONNEC,2021,9732,Rutin,Cukup,Cukup,5,2575,1,1,9732,7.5,1,1,515.0,0.8046875
15-10-2022,FJB/9334/SBY/PL/5719,SBY7934156,MT-15,2020,24735,Repair,Kritis,Perlu Penyetelan,8,5050,2,3,12367,18.5,3,2,631.25,1.4428571428571428
15-10-2022,FJB/8909/SBY/PL/3190,SBY3138351,XSR 155,2019,28977,Repair,Baik,Perlu Penggantian,4,2209,3,3,9659,18.5,0,3,552.25,0.6311428571428571
15-10-2022,FJB/5775/SBY/PL/1737,SBY8356937,X-MAX-CONNEC,2019,39303,Repair,Cukup,Perlu Penggantian,4,2384,3,3,13101,20.5,1,3,596.0,0.745
15-10-2022,FJB/5524/SBY/PL/1841,SBY7151427,NMAX-NEO-S,2019,37319,Repair,Perlu Ganti,Perlu Penggantian,4,3072,3,5,12439,24.5,2,3,768.0,1.024
15-10-2022,FJB/3410/SBY/PL/7183,SBY6881681,FREE-GO-S,2021,8391,Rutin,Perlu Ganti,Cukup,6,2728,1,1,8391,6.5,2,1,454.6666666666667,1.0912
15-10-2022,FJB/6746/SBY/PL/5886,SBY5591239,MIO,2018,38553,Repair,Cukup,Perlu Penggantian,5,2204,4,3,9638,22.5,1,3,440.8,0.8816
16-10-2022,FJB/8342/SBY/PL/1226,SBY3069055,NMAX-NEO-S,2022,18,Rutin,Cukup,Baik,5,2967,0,0,18,2.0,1,0,593.4,0.989
16-10-2022,FJB/5897/SBY/PL/2917,SBY2117358,ALL-NEW-AEROX,2018,53422,Repair,Cukup,Perlu Penggantian,5,2610,4,1,13355,22.5,1,3,522.0,0.87
16-10-2022,FJB/9341/SBY/PL/5636,SBY4558260,XSR 155,2018,44389,Repair,Perlu Ganti,Perlu Penggantian,6,3778,4,3,11097,24.5,2,3,629.6666666666666,1.0794285714285714
16-10-2022,FJB/3656/SBY/PL/5195,SBY2857887,FAZZIO-NEO-HY,2018,41699,Repair,Perlu Ganti,Perlu Penggantian,6,2361,4,4,10424,25.0,2,3,393.5,0.8432142857142857
16-10-2022,FJB/5766/SBY/PL/6268,SBY6320522,ALL-NEW-AEROX,2022,330,Kupon Gratis I (DUA),Cukup,Baik,4,2344,0,1,330,3.5,1,0,586.0,0.7813333333333333
17-10-2022,FJB/6135/SBY/PL/5102,SBY7584134,ALL-NEW-AEROX,2022,0,Repair,Perlu Ganti,Baik,6,2541,0,2,0,5.0,2,0,423.5,0.847
17-10-2022,FJB/1290/SBY/PL/7097,SBY3230904,ALL-NEW-NMAX,2021,11680,Rutin,Cukup,Cukup,5,2336,1,0,11680,6.0,1,1,467.2,0.7786666666666666
17-10-2022,FJB/3442/SBY/PL/6542,SBY1449791,LEXI,2022,0,Repair,Kritis,Baik,8,3895,0,3,0,7.5,3,0,486.875,1.3910714285714285
17-10-2022,FJB/4293/SBY/PL/8107,SBY3862032,ALL-NEW-NMAX,2021,12991,Rutin,Kritis,Cukup,8,3678,1,3,12991,11.5,3,1,459.75,1.226
17-10-2022,FJB/7792/SBY/PL/3376,SBY2869444,ALL-NEW-AEROX,2018,54698,Rutin,Kritis,Perlu Penggantian,10,5052,4,5,13674,32.5,3,3,505.2,1.684
17-10-2022,FJB/8033/SBY/PL/3369,SBY1721758,NMAX-NEO-S,2022,0,Rutin,Cukup,Baik,5,2382,0,1,0,3.5,1,0,476.4,0.794
17-10-2022,FJB/2392/SBY/PL/4714,SBY7357948,NMAX-NEO-S,2020,15242,Rutin,Perlu Ganti,Perlu Penyetelan,5,3123,2,3,7621,14.5,2,2,624.6,1.041
17-10-2022,FJB/5528/SBY/PL/6716,SBY8495446,VIXION,2020,31263,Repair,Cukup,Perlu Penggantian,5,2662,2,2,15631,15.0,1,3,532.4,0.7605714285714286
18-10-2022,FJB/5614/SBY/PL/7800,SBY8397237,LEXI,2020,21627,Rutin,Cukup,Perlu Penyetelan,5,2723,2,0,10813,10.0,1,2,544.6,0.9725
18-10-2022,FJB/7837/SBY/PL/6158,SBY8242938,NMAX-NEO-S,2022,311,Repair,Kritis,Baik,8,3400,0,3,311,7.5,3,0,425.0,1.1333333333333333
18-10-2022,FJB/1023/SBY/PL/9734,SBY5094531,MIO,2021,10812,Rutin,Cukup,Cukup,4,2497,1,0,10812,6.0,1,1,624.25,0.9988
18-10-2022,FJB/2858/SBY/PL/2165,SBY9666840,LEXI,2019,18899,Repair,Cukup,Perlu Penyetelan,4,2038,3,1,6299,13.5,1,2,509.5,0.7278571428571429
18-10-2022,FJB/7468/SBY/PL/5281,SBY4969576,R15,2021,15741,Repair,Perlu Ganti,Perlu Penyetelan,5,3768,1,2,15741,11.0,2,2,753.6,1.0765714285714285
18-10-2022,FJB/2365/SBY/PL/1814,SBY1681546,ALL-NEW-NMAX,2022,51,Rutin,Cukup,Baik,4,2649,0,1,51,3.5,1,0,662.25,0.883
18-10-2022,FJB/4563/SBY/PL/5463,SBY1384459,MT-15,2018,29643,Repair,Cukup,Perlu Penggantian,4,2554,4,3,7410,20.5,1,3,638.5,0.7297142857142858
18-10-2022,FJB/2360/SBY/PL/3513,SBY9318944,VIXION,2019,28436,Repair,Baik,Perlu Penggantian,4,1857,3,2,9478,16.0,0,3,464.25,0.5305714285714286
18-10-2022,FJB/9164/SBY/PL/9221,SBY2450217,ALL-NEW-AEROX,2018,32964,Rutin,Cukup,Perlu Penggantian,4,2349,4,2,8241,20.0,1,3,587.25,0.783
19-10-2022,FJB/1763/SBY/PL/4754,SBY4630885,LEXI,2018,45471,Repair,Cukup,Perlu Penggantian,5,2786,4,2,11367,23.0,1,3,557.2,0.995
19-10-2022,FJB/8743/SBY/PL/2367,SBY2810497,ALL-NEW-AEROX,2021,8354,Repair,Cukup,Cukup,4,2229,1,2,8354,8.0,1,1,557.25,0.743
19-10-2022,FJB/7920/SBY/PL/9004,SBY9013615,MIO-M3 125,2022,0,Rutin,Baik,Baik,4,1748,0,1,0,2.5,0,0,437.0,0.6992
19-10-2022,FJB/1099/SBY/PL/2416,SBY5809503,R15,2018,50398,Repair,Kritis,Perlu Penggantian,9,6384,4,5,12599,32.5,3,3,709.3333333333334,1.824
19-10-2022,FJB/7014/SBY/PL/6120,SBY5167645,NMAX-NEO-S,2020,24922,Repair,Baik,Perlu Penyetelan,4,1987,2,1,12461,11.5,0,2,496.75,0.6623333333333333
19-10-2022,FJB/1185/SBY/PL/9190,SBY3354937,MIO,2022,211,Kupon Gratis I (DUA),Cukup,Baik,4,1943,0,1,211,2.5,1,0,485.75,0.7772
20-10-2022,FJB/4738/SBY/PL/8792,SBY4926772,ALL-NEW-NMAX,2020,21558,Rutin,Kritis,Perlu Penyetelan,7,3946,2,4,10779,17.0,3,2,563.7142857142857,1.3153333333333332
20-10-2022,FJB/8502/SBY/PL/5882,SBY4765369,ALL-NEW-AEROX,2021,9345,Rutin,Cukup,Cukup,5,2446,1,0,9345,6.0,1,1,489.2,0.8153333333333334
20-10-2022,FJB/4572/SBY/PL/1951,SBY1273759,MIO,2021,7719,Rutin,Cukup,Baik,5,2433,1,1,7719,6.5,1,0,486.6,0.9732
