Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Encoded,Kondisi_Rem_Encoded
18-04-2023,FJB/3379/SBY/PL/1562,SBY2994572,ALL-NEW-AEROX,2021,17641,Repair,Kritis,Perlu Penyetelan,5,4496,2,3,8820,15.5,1,2
19-04-2023,FJB/2420/SBY/PL/8939,SBY8253681,XSR 155,2018,45696,Repair,Baik,Perlu Penggantian,2,1878,5,2,9139,24.0,0,1
19-04-2023,FJB/3647/SBY/PL/1965,SBY5370642,MIO,2020,35621,Repair,Kritis,Perlu Penggantian,9,1439,3,4,11873,20.0,1,1
19-04-2023,FJB/3385/SBY/PL/4012,SBY3358908,X-MAX-CONNEC,2018,53801,Repair,Perlu Ganti,Perlu Penggantian,6,1397,5,3,10760,26.5,2,1
19-04-2023,FJB/8179/SBY/PL/6877,SBY5425899,LEXI,2020,16138,Repair,Perlu Ganti,Perlu Penggantian,1,2488,3,4,5379,17.0,2,1
19-04-2023,FJB/4920/SBY/PL/1562,SBY5803588,X-MAX-CONNEC,2021,28370,Repair,Kritis,Perlu Penggantian,6,3547,2,4,14185,19.0,1,1
19-04-2023,FJB/3665/SBY/PL/5594,SBY5643361,FREE-GO-S,2022,6320,Repair,Kritis,Baik,7,2527,1,4,6320,11.0,1,0
20-04-2023,FJB/2840/SBY/PL/7733,SBY5624389,ALL-NEW-NMAX,2020,27629,Repair,Baik,Perlu Penggantian,4,413,3,3,9209,16.5,0,1
20-04-2023,FJB/6154/SBY/PL/2898,SBY3726146,FREE-GO-S,2020,17569,Repair,Perlu Ganti,Perlu Penggantian,5,2995,3,2,5856,14.0,2,1
20-04-2023,FJB/2132/SBY/PL/5976,SBY2784221,FAZZIO-NEO-HY,2020,28911,Repair,Kritis,Perlu Penggantian,4,3328,3,4,9637,21.0,1,1
21-04-2023,FJB/9151/SBY/PL/5742,SBY9357138,ALL-NEW-NMAX,2020,20668,Repair,Perlu Ganti,Perlu Penggantian,5,2556,3,4,6889,18.0,2,1
21-04-2023,FJB/9331/SBY/PL/1266,SBY7105809,VIXION,2018,39356,Repair,Baik,Perlu Penggantian,1,823,5,2,7871,21.0,0,1
21-04-2023,FJB/6845/SBY/PL/5804,SBY9396341,NMAX-NEO-S,2020,38133,Repair,Kritis,Perlu Penggantian,4,4127,3,5,12711,25.5,1,1
21-04-2023,FJB/6469/SBY/PL/9119,SBY5872516,NMAX-NEO-S,2019,52265,Repair,Kritis,Perlu Penggantian,5,3233,4,4,13066,28.0,1,1
21-04-2023,FJB/9709/SBY/PL/9034,SBY3710505,FAZZIO-NEO-HY,2023,0,Rutin,Baik,Baik,2,1857,0,0,0,1.0,0,0
21-04-2023,FJB/6109/SBY/PL/4048,SBY3962537,ALL-NEW-AEROX,2018,45676,Repair,Perlu Ganti,Perlu Penggantian,5,999,5,3,9135,24.5,2,1
21-04-2023,FJB/6963/SBY/PL/2109,SBY4934227,ALL-NEW-NMAX,2018,37191,Repair,Kritis,Perlu Penggantian,8,2536,5,4,7438,26.0,1,1
21-04-2023,FJB/7626/SBY/PL/5933,SBY1981957,MIO,2023,29,Kupon Gratis III (TIGA),Baik,Baik,3,566,0,0,29,0.0,0,0
21-04-2023,FJB/9328/SBY/PL/7949,SBY1257465,ALL-NEW-NMAX,2018,43750,Repair,Kritis,Perlu Penggantian,1,3204,5,3,8750,26.5,1,1
21-04-2023,FJB/2656/SBY/PL/5281,SBY7747644,MIO,2022,7805,Repair,Kritis,Baik,1,3831,1,2,7805,9.0,1,0
21-04-2023,FJB/9849/SBY/PL/4109,SBY4222577,ALL-NEW-AEROX,2020,27492,Repair,Kritis,Perlu Penggantian,3,4304,3,4,9164,22.0,1,1
22-04-2023,FJB/5689/SBY/PL/5265,SBY5985497,X-MAX-CONNEC,2018,42559,Repair,Kritis,Perlu Penggantian,2,4175,5,4,8511,29.0,1,1
22-04-2023,FJB/3979/SBY/PL/7544,SBY7820868,FAZZIO-NEO-HY,2023,0,Repair,Kritis,Baik,0,4336,0,2,0,7.0,1,0
22-04-2023,FJB/6235/SBY/PL/2253,SBY4826307,ALL-NEW-AEROX,2022,11255,Repair,Kritis,Baik,7,2468,1,2,11255,9.0,1,0
22-04-2023,FJB/3786/SBY/PL/2635,SBY4623941,NMAX-NEO-S,2019,36346,Repair,Kritis,Perlu Penggantian,8,1848,4,4,9086,23.0,1,1
22-04-2023,FJB/2323/SBY/PL/4339,SBY6095516,ALL-NEW-NMAX,2022,8152,Repair,Kritis,Baik,7,1479,1,3,8152,8.5,1,0
22-04-2023,FJB/6510/SBY/PL/5327,SBY4078305,MIO,2022,9158,Repair,Perlu Ganti,Baik,6,647,1,3,9158,8.5,2,0
23-04-2023,FJB/1011/SBY/PL/8914,SBY4904112,MIO,2018,53045,Repair,Kritis,Perlu Penggantian,4,4353,5,3,10609,29.5,1,1
23-04-2023,FJB/2427/SBY/PL/1419,SBY9338607,MIO,2019,30473,Repair,Kritis,Perlu Penggantian,9,2655,4,5,7618,23.5,1,1
23-04-2023,FJB/3796/SBY/PL/3798,SBY3456862,ALL-NEW-NMAX,2023,372,Repair,Perlu Ganti,Baik,5,2869,0,3,372,6.5,2,0
23-04-2023,FJB/2189/SBY/PL/6014,SBY4653245,ALL-NEW-AEROX,2020,25690,Repair,Kritis,Perlu Penggantian,9,3996,3,3,8563,18.5,1,1
23-04-2023,FJB/6821/SBY/PL/9069,SBY5156179,NMAX-NEO-S,2023,0,Rutin,Baik,Baik,4,1640,0,0,0,1.0,0,0
23-04-2023,FJB/5653/SBY/PL/6815,SBY4265787,ALL-NEW-AEROX,2023,219,Repair,Perlu Ganti,Baik,6,1702,0,1,219,2.5,2,0
24-04-2023,FJB/8470/SBY/PL/3497,SBY2975821,MIO,2019,40953,Repair,Kritis,Perlu Penggantian,1,4122,4,4,10238,27.0,1,1
24-04-2023,FJB/5459/SBY/PL/5243,SBY3084193,FILANO-NEO,2021,19964,Repair,Kritis,Perlu Penyetelan,8,2258,2,3,9982,14.5,1,2
24-04-2023,FJB/3738/SBY/PL/4909,SBY3680075,ALL-NEW-NMAX,2021,19630,Repair,Kritis,Perlu Penyetelan,7,3781,2,3,9815,15.5,1,2
24-04-2023,FJB/1079/SBY/PL/5758,SBY1412206,X-MAX-CONNEC,2021,23808,Repair,Perlu Ganti,Perlu Penggantian,2,2926,2,4,11904,17.0,2,1
25-04-2023,FJB/6507/SBY/PL/2800,SBY8340530,X-MAX-CONNEC,2018,47512,Repair,Perlu Ganti,Perlu Penggantian,3,2635,5,4,9502,28.0,2,1
25-04-2023,FJB/8959/SBY/PL/8323,SBY4296409,X-MAX-CONNEC,2021,24251,Repair,Perlu Ganti,Perlu Penggantian,5,1378,2,4,12125,16.0,2,1
25-04-2023,FJB/5474/SBY/PL/8723,SBY4103965,MT-15,2021,19409,Repair,Kritis,Perlu Penyetelan,5,4453,2,4,9704,18.0,1,2
25-04-2023,FJB/3666/SBY/PL/1585,SBY8108068,MIO,2019,46767,Repair,Baik,Perlu Penggantian,2,1192,4,2,11691,22.0,0,1
26-04-2023,FJB/3943/SBY/PL/9995,SBY4337623,MIO,2023,0,Repair,Kritis,Baik,8,3113,0,3,0,7.5,1,0
26-04-2023,FJB/6372/SBY/PL/3255,SBY5009060,MIO,2022,10643,Rutin,Baik,Baik,0,576,1,0,10643,4.0,0,0
26-04-2023,FJB/6945/SBY/PL/6045,SBY8442328,ALL-NEW-NMAX,2020,24275,Repair,Baik,Perlu Penggantian,3,1806,3,3,8091,16.5,0,1
26-04-2023,FJB/6761/SBY/PL/3945,SBY2831749,FREE-GO-S,2022,9669,Repair,Kritis,Baik,7,3268,1,4,9669,13.0,1,0
27-04-2023,FJB/8991/SBY/PL/6624,SBY9482648,FAZZIO-NEO-HY,2020,29109,Repair,Perlu Ganti,Perlu Penggantian,6,698,3,3,9703,16.5,2,1
27-04-2023,FJB/4847/SBY/PL/4726,SBY5991137,XSR 155,2021,17617,Repair,Kritis,Perlu Penyetelan,7,3349,2,4,8808,16.0,1,2
27-04-2023,FJB/7732/SBY/PL/8567,SBY5925196,ALL-NEW-NMAX,2020,17399,Repair,Kritis,Perlu Penggantian,7,1718,3,4,5799,16.0,1,1
27-04-2023,FJB/8206/SBY/PL/5413,SBY7668630,ALL-NEW-NMAX,2018,27856,Repair,Perlu Ganti,Perlu Penggantian,5,2220,5,4,5571,24.0,2,1
27-04-2023,FJB/4319/SBY/PL/5208,SBY8480783,ALL-NEW-AEROX,2019,45959,Repair,Kritis,Perlu Penggantian,7,1171,4,4,11489,25.0,1,1
27-04-2023,FJB/6955/SBY/PL/7310,SBY6331019,X-MAX-CONNEC,2019,43413,Repair,Perlu Ganti,Perlu Penggantian,6,265,4,4,10853,23.0,2,1
27-04-2023,FJB/2881/SBY/PL/7330,SBY7358393,X-MAX-CONNEC,2018,48041,Repair,Kritis,Perlu Penggantian,7,2165,5,4,9608,28.0,1,1
28-04-2023,FJB/4050/SBY/PL/3089,SBY5910079,ALL-NEW-NMAX,2021,16045,Repair,Perlu Ganti,Perlu Penyetelan,3,2911,2,4,8022,15.0,2,2
28-04-2023,FJB/1067/SBY/PL/1952,SBY4764953,MT-15,2019,37856,Repair,Kritis,Perlu Penggantian,7,2180,4,4,9464,24.0,1,1
28-04-2023,FJB/6819/SBY/PL/6557,SBY6772411,ALL-NEW-NMAX,2022,9048,Repair,Kritis,Baik,8,3694,1,3,9048,11.5,1,0
28-04-2023,FJB/6352/SBY/PL/8890,SBY8901701,MIO,2020,27647,Repair,Perlu Ganti,Perlu Penggantian,6,934,3,3,9215,16.5,2,1
28-04-2023,FJB/5245/SBY/PL/4750,SBY7596312,ALL-NEW-AEROX,2020,39359,Repair,Baik,Perlu Penggantian,0,1516,3,3,13119,19.5,0,1
28-04-2023,FJB/5732/SBY/PL/4819,SBY2230899,XSR 155,2019,48533,Repair,Kritis,Perlu Penggantian,8,2125,4,5,12133,27.5,1,1
28-04-2023,FJB/3486/SBY/PL/4980,SBY4995114,X-MAX-CONNEC,2020,46041,Repair,Perlu Ganti,Perlu Penggantian,6,1941,3,2,15347,20.0,2,1
28-04-2023,FJB/7263/SBY/PL/2301,SBY8662334,NMAX-NEO-S,2021,20470,Repair,Kritis,Perlu Penggantian,9,189,2,4,10235,14.0,1,1
28-04-2023,FJB/2081/SBY/PL/3448,SBY6433198,NMAX-NEO-S,2019,44338,Repair,Kritis,Perlu Penggantian,8,2520,4,4,11084,25.0,1,1
29-04-2023,FJB/1001/SBY/PL/7635,SBY9782282,ALL-NEW-AEROX,2018,65530,Repair,Perlu Ganti,Perlu Penggantian,4,2839,5,4,13106,32.0,2,1
29-04-2023,FJB/9562/SBY/PL/2680,SBY5402831,MIO,2022,11340,Repair,Kritis,Baik,8,698,1,2,11340,7.0,1,0
29-04-2023,FJB/9458/SBY/PL/7132,SBY9586394,FREE-GO-S,2019,25429,Repair,Kritis,Perlu Penggantian,2,3128,4,4,6357,22.0,1,1
29-04-2023,FJB/1158/SBY/PL/6834,SBY7532766,NMAX-NEO-S,2018,41698,Repair,Kritis,Perlu Penggantian,8,2953,5,5,8339,28.5,1,1
29-04-2023,FJB/5931/SBY/PL/3546,SBY1936563,XSR 155,2023,239,Rutin,Perlu Ganti,Baik,6,1848,0,1,239,2.5,2,0
29-04-2023,FJB/6101/SBY/PL/3784,SBY1601843,ALL-NEW-NMAX,2020,30228,Repair,Kritis,Perlu Penggantian,1,4051,3,5,10076,23.5,1,1
29-04-2023,FJB/1238/SBY/PL/4581,SBY6176700,MIO-M3 125,2022,5973,Repair,Kritis,Baik,8,3002,1,3,5973,10.5,1,0
29-04-2023,FJB/4732/SBY/PL/4744,SBY1439266,ALL-NEW-NMAX,2022,9973,Rutin,Baik,Baik,2,815,1,0,9973,4.0,0,0
30-04-2023,FJB/9974/SBY/PL/1424,SBY8895190,ALL-NEW-NMAX,2022,8715,Rutin,Baik,Baik,3,1913,1,1,8715,5.5,0,0
30-04-2023,FJB/7836/SBY/PL/8930,SBY2820787,X-MAX-CONNEC,2020,37622,Repair,Kritis,Perlu Penggantian,7,1502,3,4,12540,21.0,1,1
30-04-2023,FJB/1961/SBY/PL/7567,SBY2502876,MIO-M3 125,2019,39725,Repair,Kritis,Perlu Penggantian,9,1290,4,5,9931,24.5,1,1
30-04-2023,FJB/6614/SBY/PL/4700,SBY7211960,NMAX-NEO-S,2019,55908,Repair,Baik,Perlu Penggantian,1,631,4,2,13977,23.0,0,1
30-04-2023,FJB/5789/SBY/PL/2290,SBY7832469,FAZZIO-NEO-HY,2018,44631,Repair,Baik,Perlu Penggantian,3,1057,5,2,8926,23.0,0,1
30-04-2023,FJB/8063/SBY/PL/4666,SBY9315823,R15,2022,11094,Rutin,Perlu Ganti,Baik,0,2383,1,1,11094,7.5,2,0
30-04-2023,FJB/1646/SBY/PL/7483,SBY8807964,FAZZIO-NEO-HY,2018,35956,Repair,Perlu Ganti,Perlu Penggantian,5,1639,5,2,7191,21.0,2,1
01-05-2023,FJB/5304/SBY/PL/8631,SBY6192722,XSR 155,2019,43148,Repair,Perlu Ganti,Perlu Penggantian,5,511,4,4,10787,23.0,2,1
01-05-2023,FJB/5379/SBY/PL/5473,SBY7103420,ALL-NEW-NMAX,2022,6927,Rutin,Baik,Baik,2,695,1,1,6927,4.5,0,0
01-05-2023,FJB/5316/SBY/PL/2004,SBY4954775,VIXION,2021,24393,Repair,Kritis,Perlu Penggantian,8,4096,2,4,12196,19.0,1,1
01-05-2023,FJB/9780/SBY/PL/8525,SBY6954490,NMAX-NEO-S,2022,7795,Repair,Perlu Ganti,Baik,5,1215,1,3,7795,8.5,2,0
01-05-2023,FJB/2605/SBY/PL/8845,SBY7382087,MIO-M3 125,2023,95,Rutin,Baik,Baik,2,396,0,0,95,0.0,0,0
01-05-2023,FJB/8026/SBY/PL/2025,SBY2390434,LEXI,2021,14903,Repair,Kritis,Perlu Penyetelan,9,1368,2,3,7451,12.5,1,2
01-05-2023,FJB/4196/SBY/PL/7731,SBY1913644,X-MAX-CONNEC,2023,124,Repair,Kritis,Baik,4,3783,0,3,124,7.5,1,0
01-05-2023,FJB/6581/SBY/PL/2263,SBY8496177,R15,2019,51420,Repair,Kritis,Perlu Penggantian,8,4060,4,3,12855,27.5,1,1
02-05-2023,FJB/3080/SBY/PL/8003,SBY8068359,MIO,2022,7786,Rutin,Baik,Baik,4,422,1,1,7786,4.5,0,0
02-05-2023,FJB/8819/SBY/PL/9035,SBY8636967,LEXI,2023,0,Repair,Perlu Ganti,Baik,6,1983,0,2,0,4.0,2,0
02-05-2023,FJB/2603/SBY/PL/3772,SBY9988348,XSR 155,2023,156,Repair,Kritis,Baik,9,2797,0,3,156,6.5,1,0
02-05-2023,FJB/7998/SBY/PL/1705,SBY9956079,NMAX-NEO-S,2018,58464,Repair,Perlu Ganti,Perlu Penggantian,5,2906,5,2,11692,27.0,2,1
02-05-2023,FJB/7615/SBY/PL/8039,SBY1813276,LEXI,2023,349,Repair,Perlu Ganti,Baik,5,1174,0,2,349,4.0,2,0
02-05-2023,FJB/6528/SBY/PL/2213,SBY8938553,MIO,2022,8453,Repair,Perlu Ganti,Baik,0,2211,1,2,8453,8.0,2,0
02-05-2023,FJB/4483/SBY/PL/5017,SBY3803990,ALL-NEW-NMAX,2021,11136,Repair,Perlu Ganti,Perlu Penyetelan,6,956,2,2,5568,9.0,2,2
02-05-2023,FJB/1114/SBY/PL/8367,SBY3445628,ALL-NEW-NMAX,2018,36402,Repair,Kritis,Perlu Penggantian,9,3889,5,5,7280,28.5,1,1
02-05-2023,FJB/2455/SBY/PL/9922,SBY6590531,FREE-GO-S,2019,28807,Repair,Kritis,Perlu Penggantian,9,1807,4,4,7201,21.0,1,1
03-05-2023,FJB/5683/SBY/PL/7819,SBY5367062,FAZZIO-NEO-HY,2021,11609,Repair,Kritis,Perlu Penyetelan,9,182,2,4,5804,12.0,1,2
03-05-2023,FJB/8517/SBY/PL/9143,SBY9255629,MIO,2023,0,Repair,Perlu Ganti,Baik,1,2812,0,1,0,3.5,2,0
03-05-2023,FJB/2595/SBY/PL/6378,SBY9725841,NMAX-NEO-S,2020,29200,Repair,Perlu Ganti,Perlu Penggantian,0,2529,3,3,9733,18.5,2,1
03-05-2023,FJB/1593/SBY/PL/7131,SBY6120383,NMAX-NEO-S,2018,63472,Repair,Perlu Ganti,Perlu Penggantian,6,2347,5,3,12694,30.5,2,1
03-05-2023,FJB/7607/SBY/PL/1341,SBY8373046,ALL-NEW-AEROX,2019,53664,Repair,Perlu Ganti,Perlu Penggantian,5,478,4,4,13416,25.0,2,1
03-05-2023,FJB/6887/SBY/PL/6772,SBY1945132,MT-15,2023,353,Repair,Kritis,Baik,8,3856,0,3,353,7.5,1,0
03-05-2023,FJB/3072/SBY/PL/3161,SBY6092050,LEXI,2018,44838,Repair,Kritis,Perlu Penggantian,4,3835,5,4,8967,28.0,1,1
03-05-2023,FJB/1954/SBY/PL/3873,SBY2310648,ALL-NEW-AEROX,2019,48855,Repair,Kritis,Perlu Penggantian,7,766,4,4,12213,24.0,1,1
04-05-2023,FJB/2689/SBY/PL/3581,SBY3233071,ALL-NEW-NMAX,2020,21658,Repair,Baik,Perlu Penggantian,2,1176,3,2,7219,14.0,0,1
04-05-2023,FJB/6056/SBY/PL/5503,SBY9504497,MT-15,2022,12043,Repair,Perlu Ganti,Perlu Penyetelan,1,2899,1,2,12043,9.0,2,2
04-05-2023,FJB/6399/SBY/PL/8139,SBY5873297,MIO,2023,0,Repair,Kritis,Baik,7,2093,0,3,0,6.5,1,0
04-05-2023,FJB/5571/SBY/PL/5314,SBY1113472,XSR 155,2018,41094,Repair,Kritis,Perlu Penggantian,3,3737,5,4,8218,28.0,1,1
05-05-2023,FJB/9896/SBY/PL/9064,SBY5363481,X-MAX-CONNEC,2020,27798,Repair,Kritis,Perlu Penggantian,9,3422,3,4,9266,21.0,1,1
05-05-2023,FJB/6408/SBY/PL/6326,SBY3509357,LEXI,2023,381,Rutin,Baik,Baik,3,226,0,1,381,1.5,0,0
05-05-2023,FJB/2761/SBY/PL/2386,SBY4415831,ALL-NEW-NMAX,2021,16587,Repair,Kritis,Perlu Penyetelan,7,3360,2,4,8293,16.0,1,2
05-05-2023,FJB/8514/SBY/PL/4537,SBY4010167,FREE-GO-S,2021,11447,Repair,Baik,Perlu Penyetelan,2,173,2,1,5723,7.5,0,2
06-05-2023,FJB/6440/SBY/PL/5881,SBY1589993,MIO,2020,26177,Repair,Baik,Perlu Penggantian,3,369,3,4,8725,17.0,0,1
06-05-2023,FJB/1574/SBY/PL/8950,SBY9375700,VIXION,2019,49642,Repair,Kritis,Perlu Penggantian,2,4111,4,4,12410,29.0,1,1
06-05-2023,FJB/3952/SBY/PL/4523,SBY1996666,MIO,2018,54321,Repair,Perlu Ganti,Perlu Penggantian,0,2705,5,3,10864,28.5,2,1
06-05-2023,FJB/8506/SBY/PL/3249,SBY8675758,NMAX-NEO-S,2021,25818,Repair,Perlu Ganti,Perlu Penggantian,6,241,2,3,12909,13.5,2,1
06-05-2023,FJB/1851/SBY/PL/3923,SBY6371532,MIO,2019,47543,Repair,Perlu Ganti,Perlu Penggantian,4,2609,4,3,11885,24.5,2,1
07-05-2023,FJB/5413/SBY/PL/5557,SBY3882681,MIO,2021,22973,Repair,Perlu Ganti,Perlu Penggantian,5,262,2,4,11486,15.0,2,1
07-05-2023,FJB/9826/SBY/PL/8919,SBY8176843,ALL-NEW-AEROX,2020,36001,Repair,Kritis,Perlu Penggantian,5,4001,3,4,12000,24.0,1,1
07-05-2023,FJB/8125/SBY/PL/5048,SBY4717665,MIO,2020,21752,Repair,Baik,Perlu Penggantian,0,348,3,2,7250,13.0,0,1
07-05-2023,FJB/1491/SBY/PL/6285,SBY3320497,FILANO-NEO,2018,47361,Repair,Kritis,Perlu Penggantian,8,420,5,5,9472,27.5,1,1
07-05-2023,FJB/1111/SBY/PL/6253,SBY2063968,MIO,2020,25141,Repair,Kritis,Perlu Penggantian,4,4433,3,5,8380,22.5,1,1
07-05-2023,FJB/4629/SBY/PL/2623,SBY6052055,NMAX-NEO-S,2021,18983,Repair,Kritis,Perlu Penyetelan,2,3354,2,4,9491,17.0,1,2
07-05-2023,FJB/6721/SBY/PL/5967,SBY4996633,MIO,2022,10466,Repair,Kritis,Baik,7,1960,1,3,10466,9.5,1,0
08-05-2023,FJB/2054/SBY/PL/5550,SBY6581814,ALL-NEW-NMAX,2020,26711,Repair,Kritis,Perlu Penggantian,5,3425,3,4,8903,20.0,1,1
08-05-2023,FJB/6582/SBY/PL/1565,SBY5051484,R15,2023,0,Repair,Kritis,Baik,9,4095,0,4,0,10.0,1,0
08-05-2023,FJB/5008/SBY/PL/1366,SBY6146462,LEXI,2021,10930,Repair,Kritis,Perlu Penyetelan,9,4123,2,3,5465,14.5,1,2
08-05-2023,FJB/8888/SBY/PL/5264,SBY3983508,ALL-NEW-NMAX,2020,27487,Repair,Baik,Perlu Penggantian,4,425,3,3,9162,16.5,0,1
08-05-2023,FJB/4653/SBY/PL/8190,SBY1712796,FILANO-NEO,2021,11679,Repair,Kritis,Perlu Penyetelan,1,4173,2,4,5839,16.0,1,2
08-05-2023,FJB/4137/SBY/PL/2758,SBY7793182,XSR 155,2018,62592,Repair,Kritis,Perlu Penggantian,0,3647,5,4,12518,32.0,1,1
08-05-2023,FJB/6347/SBY/PL/4578,SBY6862610,XSR 155,2022,7858,Rutin,Baik,Baik,1,1601,1,1,7858,5.5,0,0
09-05-2023,FJB/1115/SBY/PL/7983,SBY8069271,MIO,2023,0,Rutin,Perlu Ganti,Baik,6,1498,0,1,0,2.5,2,0
09-05-2023,FJB/1836/SBY/PL/2105,SBY4702782,LEXI,2021,19101,Repair,Kritis,Perlu Penyetelan,8,546,2,2,9550,11.0,1,2
09-05-2023,FJB/7639/SBY/PL/7295,SBY1926396,XSR 155,2019,29108,Repair,Perlu Ganti,Perlu Penggantian,2,2963,4,3,7277,20.5,2,1
09-05-2023,FJB/9304/SBY/PL/7059,SBY1951466,ALL-NEW-AEROX,2023,255,Rutin,Baik,Baik,4,1869,0,0,255,1.0,0,0
09-05-2023,FJB/1913/SBY/PL/9773,SBY8329688,XSR 155,2023,348,Repair,Kritis,Baik,9,2193,0,4,348,8.0,1,0
09-05-2023,FJB/5050/SBY/PL/6044,SBY7531416,R15,2020,37948,Repair,Kritis,Perlu Penggantian,7,1400,3,4,12649,21.0,1,1
09-05-2023,FJB/5157/SBY/PL/2198,SBY7466890,NMAX-NEO-S,2022,10296,Repair,Kritis,Baik,8,2972,1,3,10296,10.5,1,0
10-05-2023,FJB/3294/SBY/PL/8759,SBY8004695,NMAX-NEO-S,2022,13849,Rutin,Baik,Perlu Penyetelan,0,1702,1,1,13849,7.5,0,2
10-05-2023,FJB/8921/SBY/PL/3360,SBY6214181,ALL-NEW-AEROX,2018,49178,Repair,Kritis,Perlu Penggantian,9,3485,5,4,9835,29.0,1,1
10-05-2023,FJB/6056/SBY/PL/8011,SBY7523399,MIO,2021,14227,Repair,Kritis,Perlu Penyetelan,0,4251,2,4,7113,17.0,1,2
11-05-2023,FJB/7542/SBY/PL/1755,SBY2401016,FILANO-NEO,2018,48669,Repair,Perlu Ganti,Perlu Penggantian,6,2443,5,3,9733,26.5,2,1
11-05-2023,FJB/9198/SBY/PL/7355,SBY9603829,FILANO-NEO,2018,45943,Repair,Baik,Perlu Penggantian,0,961,5,3,9188,24.5,0,1
11-05-2023,FJB/6261/SBY/PL/2043,SBY9850437,MT-15,2018,45125,Repair,Baik,Perlu Penggantian,4,406,5,3,9025,24.5,0,1
11-05-2023,FJB/6754/SBY/PL/9334,SBY3659825,FILANO-NEO,2021,17041,Rutin,Perlu Ganti,Perlu Penyetelan,1,2482,2,1,8520,10.5,2,2
11-05-2023,FJB/9464/SBY/PL/1975,SBY6526188,ALL-NEW-NMAX,2020,23073,Repair,Kritis,Perlu Penggantian,2,4252,3,4,7691,21.0,1,1
11-05-2023,FJB/5931/SBY/PL/2894,SBY3170658,VIXION,2019,42751,Repair,Kritis,Perlu Penggantian,9,2521,4,3,10687,23.5,1,1
11-05-2023,FJB/7375/SBY/PL/2851,SBY3492721,LEXI,2020,26275,Repair,Kritis,Perlu Penggantian,5,3125,3,5,8758,21.5,1,1
12-05-2023,FJB/1409/SBY/PL/1528,SBY1887478,ALL-NEW-AEROX,2023,282,Rutin,Perlu Ganti,Baik,2,2389,0,1,282,3.5,2,0
12-05-2023,FJB/8242/SBY/PL/8068,SBY5329360,LEXI,2018,41150,Repair,Kritis,Perlu Penggantian,9,4074,5,5,8230,30.5,1,1
12-05-2023,FJB/2713/SBY/PL/8730,SBY9326667,FREE-GO-S,2023,0,Repair,Kritis,Baik,7,3574,0,4,0,9.0,1,0
12-05-2023,FJB/7042/SBY/PL/4156,SBY8258874,NMAX-NEO-S,2018,51078,Repair,Perlu Ganti,Perlu Penggantian,6,1026,5,3,10215,26.5,2,1
12-05-2023,FJB/7066/SBY/PL/3280,SBY8241076,X-MAX-CONNEC,2021,29112,Repair,Perlu Ganti,Perlu Penggantian,4,2329,2,4,14556,18.0,2,1
12-05-2023,FJB/2553/SBY/PL/1612,SBY3164234,MIO-M3 125,2021,19078,Rutin,Baik,Perlu Penyetelan,1,428,2,0,9539,8.0,0,2
13-05-2023,FJB/7153/SBY/PL/6558,SBY4232499,FREE-GO-S,2023,367,Repair,Perlu Ganti,Baik,5,1405,0,3,367,5.5,2,0
13-05-2023,FJB/7329/SBY/PL/1756,SBY4038557,FREE-GO-S,2022,7926,Repair,Kritis,Baik,3,3851,1,4,7926,12.0,1,0
13-05-2023,FJB/7365/SBY/PL/1108,SBY9395963,FAZZIO-NEO-HY,2022,9407,Rutin,Baik,Baik,4,875,1,0,9407,4.0,0,0
13-05-2023,FJB/2805/SBY/PL/6570,SBY1025120,X-MAX-CONNEC,2020,41614,Repair,Kritis,Perlu Penggantian,8,4477,3,4,13871,25.0,1,1
13-05-2023,FJB/5308/SBY/PL/3139,SBY4545844,LEXI,2021,19654,Repair,Kritis,Perlu Penyetelan,1,4399,2,4,9827,18.0,1,2
14-05-2023,FJB/5456/SBY/PL/8983,SBY3129732,ALL-NEW-NMAX,2018,47363,Repair,Kritis,Perlu Penggantian,8,118,5,3,9472,24.5,1,1
14-05-2023,FJB/3230/SBY/PL/9630,SBY7827189,X-MAX-CONNEC,2023,310,Kupon Gratis III (TIGA),Baik,Baik,2,13,0,0,310,0.0,0,0
14-05-2023,FJB/6298/SBY/PL/7220,SBY1472995,NMAX-NEO-S,2021,24485,Repair,Perlu Ganti,Perlu Penggantian,1,2226,2,3,12242,15.5,2,1
15-05-2023,FJB/8499/SBY/PL/7947,SBY3355423,MIO,2023,124,Repair,Kritis,Baik,7,110,0,4,124,6.0,1,0
15-05-2023,FJB/7787/SBY/PL/3410,SBY5726847,MIO,2023,0,Kupon Gratis II (TIGA),Baik,Baik,2,1227,0,0,0,1.0,0,0
15-05-2023,FJB/7977/SBY/PL/4902,SBY2695440,R15,2020,33578,Repair,Perlu Ganti,Perlu Penggantian,2,2618,3,4,11192,21.0,2,1
16-05-2023,FJB/1082/SBY/PL/6225,SBY6346082,XSR 155,2022,11947,Repair,Kritis,Baik,8,3204,1,3,11947,11.5,1,0
16-05-2023,FJB/8106/SBY/PL/5474,SBY9453642,MIO,2023,95,Repair,Perlu Ganti,Baik,2,2148,0,3,95,6.5,2,0
